2.000000000000000000e+00,1.388900000000000030e-02,3.629999999999999872e-04,1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,1.184441598652773209e+00,1.713345884505247940e-01,7.476434178072386416e-01,2.895879193390233919e-01
2.000000000000000000e+00,9.388999999999999777e-03,4.139999999999999800e-04,2.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.250000000000000000e-01,1.223008795781549196e+00,4.174855082947234175e-01,3.465294866911991511e-01,2.185906539341966326e-01
2.000000000000000000e+00,1.141400000000000053e-02,3.499999999999999964e-04,5.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.499999999999999556e-01,7.326805279807260263e-01,1.319160407686155168e-01,4.806039488725721842e-01,4.959485368349700329e-02
2.000000000000000000e+00,1.274499999999999938e-02,1.036000000000000029e-03,1.000000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000139e-02,4.408517383174364035e-01,2.688422743202939502e-02,4.997312827486232595e-02,1.138707348264886288e-01
2.000000000000000000e+00,1.257800000000000064e-02,5.980000000000000072e-04,2.000000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.250000000000000069e-02,3.979478553119265571e-01,6.097798893658465391e-02,2.206973511407146760e-01,6.995437937768408942e-02
2.000000000000000000e+00,1.536900000000000072e-02,8.819999999999999715e-04,5.000000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.848164555959256106e-01,3.852065890583997176e-02,1.331623735524997409e-01,6.667193408560978529e-02
2.000000000000000000e+00,1.089299999999999990e-02,4.299999999999999894e-04,7.000000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.964285714285714413e-01,9.415197361606097992e-01,7.169342006822908286e-02,2.573731410967439182e-02,3.267232608510844960e-02
2.000000000000000000e+00,2.104100000000000067e-02,8.440000000000000236e-04,1.000000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.389504647658639791e-01,8.092534048879926334e-03,7.182947567355991991e-02,2.908692930755762962e-02
2.000000000000000000e+00,3.914900000000000324e-02,1.319999999999999993e-03,1.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.864430909780901757e-01,2.146242328579783809e+00,1.415450228131091421e+02,2.389189488451947119e-01
2.000000000000000000e+00,3.796900000000000275e-02,5.649999999999999641e-04,2.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,9.623380570023833958e-01,2.159225643191590993e-01,2.456344494018374291e+02,4.032590574602935019e-01
2.000000000000000000e+00,2.671099999999999863e-02,7.540000000000000044e-04,5.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000111e-01,1.709054551402730882e+00,1.386815681041682347e-01,5.245878417339423505e-01,6.383413675315251223e-02
2.000000000000000000e+00,2.554500000000000173e-02,5.680000000000000370e-04,1.000000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-01,1.287588513695503645e+00,1.910637953130764344e-01,3.042602347184711897e-01,1.748700580137503013e-01
2.000000000000000000e+00,1.746299999999999936e-02,7.360000000000000006e-04,2.000000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.125000000000000000e-01,1.296677105684982623e+00,3.059306953991828282e-01,2.450261169140710535e+02,1.301343278188338559e-01
2.000000000000000000e+00,2.275900000000000145e-02,4.330000000000000081e-04,5.000000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.300000000000000155e-01,1.065489481394784832e+00,4.099934026752891092e-02,8.287648683372383918e-02,6.964119720913859723e-02
2.000000000000000000e+00,2.068700000000000053e-02,8.050000000000000515e-04,7.000000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.678571428571428825e-01,6.140055695960530135e-01,2.680051373365940903e-02,9.308055458543865179e-02,4.682660085924043175e-02
2.000000000000000000e+00,6.453799999999999815e-02,5.240000000000000517e-04,1.000000000000000000e+03,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.049999999999999933e-01,1.346741298642464724e+00,2.390611549572177752e-01,2.449435840474506847e+02,3.918089277637529927e-02
2.000000000000000000e+00,1.549000000000000030e-02,3.339999999999999870e-04,1.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,6.666666666666666297e-01,2.500000000000000000e-01,1.335723922738238034e+00,2.022915976944831495e+00,2.460341987791523195e+02,3.947312759188352782e-01
2.000000000000000000e+00,1.916599999999999901e-02,3.130000000000000187e-04,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,6.666666666666666297e-01,1.250000000000000000e-01,1.105728103938719231e+00,2.170899161876844730e+00,4.246109540131861877e+02,3.969484577797411373e-01
