2.000000000000000000e+00,1.688100000000000017e-02,3.280000000000000038e-04,1.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,1.414213562373095145e+00,1.000000000000000000e+00,6.934499601976995553e-01,7.701865917955896812e-01,9.537914217988687771e-01,4.657097659031416703e-01
2.000000000000000000e+00,9.657999999999999918e-03,2.860000000000000129e-04,2.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.353234193576902555e+00,9.531464243626237565e-01,4.815155366571169382e-01,3.445602360852964008e-01
2.000000000000000000e+00,1.398899999999999970e-02,2.979999999999999793e-04,5.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,3.605551275463989125e+00,3.872983346207417021e+00,1.727364885367585590e+00,4.203804745906800644e-01,1.157886764345402497e+00,3.352141287636626332e-01
2.000000000000000000e+00,2.279600000000000029e-02,3.080000000000000055e-04,1.000000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,5.385164807134503739e+00,4.898979485566355763e+00,1.217999178746870470e+00,6.899072823139543731e-01,9.402593325513036726e-01,2.450296505285187165e-01
2.000000000000000000e+00,4.253500000000000336e-02,4.730000000000000046e-04,2.000000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,7.937253933193772149e+00,7.071067811865475505e+00,9.275287444681794558e-01,7.020847495496406188e-01,8.285651865320801113e-01,2.437196573855599513e-01
2.000000000000000000e+00,3.581299999999999761e-02,3.759999999999999779e-04,3.000000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,8.426149773176359048e+00,8.774964387392122589e+00,1.619566499744563348e+00,3.239585549859215208e-01,1.671613792157772282e-01,2.225091033432645138e-01
2.000000000000000000e+00,4.614800000000000152e-02,3.879999999999999985e-04,5.000000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,9.219544457292887074e+00,1.212435565298214080e+01,6.516522612509758616e-01,2.661049308914409939e-01,2.471244462785545382e-01,1.622183561209062375e-01
2.000000000000000000e+00,3.097700000000000106e-02,4.769999999999999934e-04,1.000000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.322875655532295269e+01,1.603121954188139853e+01,7.753840177580211268e-01,4.441945720340434445e-02,1.591679757778569348e-01,6.641930190284578428e-02
2.000000000000000000e+00,1.519349999999999867e-01,1.232000000000000022e-03,5.000000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00,3.210918871600464541e+01,3.595830919273040394e+01,1.526819552968379901e+00,1.160460500701689379e-01,1.308116153092080958e-01,6.605989230411785096e-02
2.000000000000000000e+00,1.839860000000000106e-01,3.917000000000000343e-03,1.000000000000000000e+04,2.000000000000000000e+00,2.000000000000000000e+00,5.192301994298868095e+01,4.678675026115833901e+01,1.010908176763133604e+00,5.120151383624864661e-01,3.942914024120084404e-01,1.249590270369527467e-01
2.000000000000000000e+00,1.722500000000000073e-02,3.170000000000000075e-04,1.000000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.236067977499789805e+00,7.808657308675314157e-01,1.792993101760379293e+00,8.869368142494039597e-01,4.890607861715781657e-01
2.000000000000000000e+00,1.278499999999999949e-02,3.049999999999999868e-04,2.000000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,4.242640687119284770e+00,1.414213562373095145e+00,4.001477525101934662e-01,1.121640490743254226e+00,1.766101219073827222e+00,3.604379593230270795e-01
2.000000000000000000e+00,1.819499999999999937e-02,2.950000000000000148e-04,5.000000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,6.164414002968976014e+00,5.000000000000000000e+00,6.521230037592198325e-01,1.183723436482501112e+00,7.067517009755109880e-01,3.423098573454788074e-01
2.000000000000000000e+00,2.561899999999999941e-02,3.029999999999999924e-04,1.000000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,9.539392014169456147e+00,8.544003745317530374e+00,1.947177523073772232e+00,7.644889514660713203e-01,1.653700787142726947e+00,3.741612293302587489e-01
